Sign Account,Street Number,Street Name,Size (LxW),Location Description (if no address),X Coordinate,Y Coordinate,Sign Type,Sign Technology,Sign Face Direction,Illumination,Sign Owner,Sign Owner Identifier,Context Picture Hyperlink,Ward_ID
17-064,1820,ST CLAIR AVE W,12 x 16,Just West of the North East corner of Cloverdale Ave and St Clair Ave W,307624.72,4836823.46,Roof,STATIC,E,Up,ASTRAL,unknown,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8c1pk8cb87q&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28297804&phx=0&phy=0&phscl=1&where1=1800%20ST%20CLAIR%2C%20TORONTO&encType=1,17
17-065,1776,ST CLAIR AVE W,12 x 16,On the North East corner of Cloverdale Ave and St Clair Ave W,307891.49,4836897.23,Roof,STATIC,SW,Up,ASTRAL,123,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8c3jw8cbcy0&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28297435&phx=0&phy=0&phscl=1&where1=1776%20ST%20CLAIR%2C%20TORONTO&encType=1,17
17-066,1708,ST CLAIR AVE W,10 x 20,Between Silverthorn Ave and Blackthorn Ave on the North side of St Clair Ave W,308051.47,4836950.14,Roof,STATIC,W,Up,CBS,2129,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8c5dr8cbjmw&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28297435&phx=0&phy=0&phscl=1&where1=1708%20ST%20CLAIR%2C%20TORONTO&encType=1,17
17-066,1708,ST CLAIR AVE W,10 x 20,Between Silverthorn Ave and Blackthorn Ave on the North side of St Clair Ave W,308051.47,4836950.14,Roof,STATIC,E,Up,CBS,2130,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8c5b18cbj2r&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28297804&phx=0&phy=0&phscl=1&where1=1708%20ST%20CLAIR%2C%20TORONTO&encType=1,17
17-067,1650,ST CLAIR AVE W,12 x 16,Just West of Prescott Ave on the North Side of St Clair Ave W,308215.7,4836996.27,Roof,STATIC,W,Up,PATTISON,0210A,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8c7gz8cbpy6&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28297429&phx=0&phy=0&phscl=1&where1=1650%20ST%20CLAIR%2C%20TORONTO&encType=1,17
17-067,1650,ST CLAIR AVE W,12 x 16,Just West of Prescott Ave on the North Side of St Clair Ave W,308215.7,4836996.27,Roof,STATIC,E,Up,PATTISON,0210B,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8c7878cbpgk&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28297433&phx=0&phy=0&phscl=1&where1=1650%20ST%20CLAIR%2C%20TORONTO&encType=1,17
17-069,1331 A,ST CLAIR AVE W,12 x 16,On the South West corner of St Clarens Ave and St Clair Ave W,308875.38,4837161.11,Wall,STATIC,W,Up,ASTRAL,56,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8cfqz8cc9vw&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28297893&phx=0&phy=0&phscl=1&where1=1331%20ST%20CLAIR%2C%20TORONTO&encType=1,17
17-070,1340,ST CLAIR AVE W,12 x 16,On the North West corner of Nairn Ave and St Clair Ave W,308904.97,4837209.01,Roof,STATIC,SW,Up,ASTRAL,unknown,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8cj168ccbq3&style=o&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28297893&phx=0&phy=0&phscl=1&where1=1340%20ST%20CLAIR%2C%20TORONTO&encType=1,17
17-070,1340,ST CLAIR AVE W,12 x 16,On the North West corner of Nairn Ave and St Clair Ave W,308904.97,4837209.01,Roof,STATIC,E,Up,ASTRAL,unknown,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8chwb8cc9pj&style=o&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28298088&phx=0&phy=0&phscl=1&where1=1340%20ST%20CLAIR%2C%20TORONTO&encType=1,17
17-072,1312,ST CLAIR AVE W,12 x 16,On the North East corner of Nairn Ave and St Clair Ave W,308929.93,4837217.21,Wall,STATIC,W,Up,ASTRAL,unknown,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8chy38ccbz2&style=o&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28297893&phx=0&phy=0&phscl=1&where1=1312%20ST%20CLAIR%2C%20TORONTO&encType=1,17
17-073,1294,ST CLAIR AVE W,10 x 20,Between Earlscourt Ave and Nairn Ave on the North side of St Clair Ave W,308977.77,4837231.65,Roof,STATIC,SW,Up,PATTISON,0068A,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8cjkt8ccdp5&style=o&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28297893&phx=0&phy=0&phscl=1&where1=1294%20ST%20CLAIR%2C%20TORONTO&encType=1,17
17-073,1294,ST CLAIR AVE W,10 x 20,Between Earlscourt Ave and Nairn Ave on the North side of St Clair Ave W,308977.77,4837231.65,Roof,STATIC,SE,Up,PATTISON,0068B,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8ck2p8cccfd&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28298088&phx=0&phy=0&phscl=1&where1=1294%20ST%20CLAIR%2C%20TORONTO&encType=1,17
17-074,1272,ST CLAIR AVE W,10 x 23,East of Earlscourt Ave on the North side of St Clair Ave W,309058.76,4837255.35,Roof,STATIC,S,Backlit,CBS,8664,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8cmfq8ccfzt&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28297943&phx=0&phy=0&phscl=1&where1=1272%20ST%20CLAIR%2C%20TORONTO&encType=1,17
17-075,1252,ST CLAIR AVE W,12 x 16,Just East of Boon Ave on the North Side of St Clair Ave W,309132.04,4837279.02,Roof,STATIC,W,Up,ASTRAL,unknown,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8cmpg8cckhx&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28298087&phx=0&phy=0&phscl=1&where1=1252%20ST%20CLAIR%2C%20TORONTO&encType=1,17
17-075,1252,ST CLAIR AVE W,12 x 16,Just East of Boon Ave on the North Side of St Clair Ave W,309132.04,4837279.02,Roof,STATIC,SE,Up,ASTRAL,unknown,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8cmd28cchdp&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28297891&phx=0&phy=0&phscl=1&where1=1252%20ST%20CLAIR%2C%20TORONTO&encType=1,17
17-078,38 R,ALDBURN RD,10 x 20,"St Clair Ave West, 100m west of Caledonia",0.0,0.0,Ground,STATIC,E,unknown,ASTRAL,unknown,unknown,17
17-079,2029-2031,EGLINTON AVE W,10 x 20, On the South West corner of Eglinton Ave W and Nairn Ave,0.0,0.0,Roof,STATIC,unknown,Up,PATTISON,unknown,unknown,17
17-079,2029-2031,EGLINTON AVE W,10 x 20, On the South West corner of Eglinton Ave W and Nairn Ave,0.0,0.0,Roof,STATIC,unknown,Up,PATTISON,unknown,unknown,17
17-080,229,GEARY AVE,10 x 20,On the South East corner of Geary Ave and Dufferin St,0.0,0.0,Roof,STATIC,N,unknown,PATTISON,unknown,unknown,17
17-080,229,GEARY AVE,10 x 20,On the South East corner of Geary Ave and Dufferin St,0.0,0.0,Roof,STATIC,S,unknown,PATTISON,unknown,unknown,17
17-081,1166,ST CLAIR AVE W,10 x 20,On the North West corner of Dufferin Rd and St Clair Ave W,309359.79,4837347.88,Roof,STATIC,N,Up,CBS,3057,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8cqc58ccr5v&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28297941&phx=0&phy=0&phscl=1&encType=1,17
17-082,0,ROW TORONTO,10 x 20,East of Keele St on the South side of St Clair Ave W just East of the railway tracks,307581.31,4836773.63,Ground,STATIC,NE,Up,CBS,2143,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8bxtb8cb3dn&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28297794&phx=0&phy=0&phscl=1&where1=1880%20ST%20CLAIR%20W%2C%20TORONTO&encType=1,17
17-083,1372,ST CLAIR AVE W,10 x 20,On the North West corner of Harvie Ave and St Clair Ave W,308811.01,48377181.0,Roof,STATIC,SW,Up,CBS,2144,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8cgwc8cc744&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28297857&phx=0&phy=0&phscl=1&where1=1372%20ST%20CLAIR%2C%20TORONTO&encType=1,17
17-084,1795,ST CLAIR AVE W,10 x 20,unknown,0.0,0.0,Roof,TRIVISION,E,unknown,CBS,unknown,unknown,17
17-084,1795,ST CLAIR AVE W,10 x 20,unknown,0.0,0.0,Roof,TRIVISION,W,unknown,CBS,unknown,unknown,17
17-085,1024,ST CLAIR AVE W,10 x 20,unknown,0.0,0.0,Roof,TRIVISION,N,unknown,PATTISON,unknown,http://www.bing.com/maps/default.aspx?v=2&cp=r8cvs18cd4m1&scene=28297524&lvl=2&sty=b&where1=1024%20St%20Clair%20Ave%20W%2C%20Toronto%2C%20ON%2C%20M6E,17
17-086,1687,ST CLAIR AVE W,10 x 20,unknown,0.0,0.0,Roof,STATIC,E,Up,PATTISON,unknown,unknown,17
17-086,1687,ST CLAIR AVE W,10 x 20,unknown,308116.54,4836931.73,Roof,STATIC,W,Up,PATTISON,unknown,unknown,17
17-087,1885,EGLINTON AVE W,10 x 20,unknown,0.0,0.0,Roof,STATIC,E,Up,PATTISON,unknown,unknown,17
17-087,1885,EGLINTON AVE W,10 x 20,unknown,0.0,0.0,Roof,STATIC,W,Up,PATTISON,unknown,unknown,17
16-001,2145,AVENUE RD,10 x 20,unknown,31135.85,4844206.9,Roof,STATIC,W,Backlit,CBS,8778,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8pyvv8cfdsn&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28275670&phx=0&phy=0&phscl=1&encType=1,16
16-001,2145,AVENUE RD,10 x 20,unknown,31135.85,4844206.9,Roof,STATIC,E,Backlit,CBS,8779,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8pyx18cfd4w&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28276032&phx=0&phy=0&phscl=1&encType=1,16
16-002,3376,YONGE ST,10 x 25,unknown,312491.93,4843408.59,Roof,STATIC,N,Backlit,CBS,8617,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8nwvk8cgp6x&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28286871&phx=0&phy=0&phscl=1&encType=1,16
16-002,3376,YONGE ST,10 x 25,unknown,312491.93,4843408.59,Roof,STATIC,S,Backlit,CBS,8616,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8nxsh8cgp2c&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28286872&phx=0&phy=0&phscl=1&encType=1,16
16-003,3362,YONGE ST,10 x 20,unknown,312497.0,4843367.66,Roof,STATIC,S,Up,CBS,3067,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8nvks8cgp8t&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28286872&phx=0&phy=0&phscl=1&encType=1,16
16-004,3306,YONGE ST,10 x 20,unknown,312529.2,4843199.82,Roof,STATIC,N,Up,CBS,2177,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8nkyj8cgqkj&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28286871&phx=0&phy=0&phscl=1&encType=1,16
16-005,3264,YONGE ST,10 x 20,unknown,312543.3,4843128.46,Roof,STATIC,S,Backlit,CBS,8615,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8nj278cgqg5&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28286899&phx=0&phy=0&phscl=1&encType=1,16
16-006,3228,YONGE ST,17 x 27,unknown,312562.5,4843029.72,Roof,STATIC,S,Up,CBS,B25,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8nd8z8cgqrp&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28286899&phx=0&phy=0&phscl=1&encType=1,16
16-007,3154,YONGE ST,10 x 40,unknown,312605.77,4842786.66,Roof,STATIC,S,Up,CBS,4035,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8n27y8cgs08&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28287527&phx=0&phy=0&phscl=1&encType=1,16
16-008,3044,YONGE ST,10 x 40,unknown,312652.58,4842547.2,Roof,STATIC,N,Up,PATTISON,005A1;A2,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8mqk58cgtgp&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28287224&phx=0&phy=0&phscl=1&encType=1,16
16-008,3044,YONGE ST,10 x 40,unknown,312652.58,4842547.2,Roof,STATIC,S,Up,PATTISON,5274B,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8mqmc8cgt61&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28287527&phx=0&phy=0&phscl=1&encType=1,16
16-008,3044,YONGE ST,10 x 40,unknown,312652.58,4842547.2,Roof,STATIC,S,Up,PATTISON,5274A,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8mqmc8cgt61&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28287527&phx=0&phy=0&phscl=1&encType=1,16
16-009,2746,YONGE ST,10 x 20,unknown,312745.77,4841837.48,Ground,STATIC,S,Backlit,CBS,8606,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8ksth8cgxmk&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28287037&phx=0&phy=0&phscl=1&encType=1,16
16-010,2630,YONGE ST,10 x 20,unknown,312802.34,4841518.88,Wall,STATIC,N,Up,CBS,5489,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8kbbk8cgyvf&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28287632&phx=0&phy=0&phscl=1&encType=1,16
16-011,2564,YONGE ST,10 x 20,unknown,31283.41,4941307.4,Roof,STATIC,N,Up,PATTISON,5838D,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8k1ft8ch006&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28287153&phx=0&phy=0&phscl=1&encType=1,16
16-011,2564,YONGE ST,10 x 20,unknown,31283.41,4941307.4,Roof,TRIVISION,S,Up,PATTISON,5838A;B;C,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8k29m8cgzvd&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28287171&phx=0&phy=0&phscl=1&encType=1,16
16-012,2558-2560,YONGE ST,10 x 20,unknown,312840.15,4841281.17,Roof,STATIC,N,Up,CBS,5989,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8k06p8ch00p&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28287153&phx=0&phy=0&phscl=1&encType=1,16
16-012,2558-2560,YONGE ST,10 x 20,unknown,312840.15,4841281.17,Roof,STATIC,S,Up,CBS,5988,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8k0ns8cgzvb&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28287171&phx=0&phy=0&phscl=1&encType=1,16
16-014,544,EGLINTON AVE W,10 x 20,unknown,311651.25,48440172.13,Roof,TRIVISION,E,Up,CBS,6307,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8hhq48cfwd4&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28287499&phx=0&phy=0&phscl=1&encType=1,16
16-014,544,EGLINTON AVE W,10 x 20,unknown,311651.25,48440172.13,Roof,TRIVISION,W,Up,CBS,6304,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8hhm58cfx63&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28287968&phx=0&phy=0&phscl=1&encType=1,16
16-015,1507,AVENUE RD,10 x 20,unknown,311602.34,4842292.34,Roof,TRIVISION,N,Up,PATTISON,5575A;B;C,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8mby98cfvcc&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28286973&phx=0&phy=0&phscl=1&encType=1,16
16-015,1507,AVENUE RD,10 x 20,unknown,311602.34,4842292.34,Roof,TRIVISION,S,Up,PATTISON,5575D;E;F,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8mcsy8cfvq7&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28285725&phx=0&phy=0&phscl=1&encType=1,16
16-016,286,LAWRENCE AVE W,10 x 20,unknown,311635.3,4842298.65,Roof,STATIC,E,Up,CBS,2050,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8mcq38cfw16&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28286975&phx=0&phy=0&phscl=1&encType=1,16
16-016,286,LAWRENCE AVE W,10 x 20,unknown,311635.3,4842298.65,Roof,STATIC,E,Up,CBS,2049,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8mcq38cfw16&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28286975&phx=0&phy=0&phscl=1&encType=1,16
16-016,286,LAWRENCE AVE W,10 x 20,unknown,311632.07,4842297.97,Roof,STATIC,W,Up,CBS,2051,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8mccd8cfwvk&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28285246&phx=0&phy=0&phscl=1&encType=1,16
16-016,286,LAWRENCE AVE W,10 x 20,unknown,311632.07,4842297.97,Roof,STATIC,W,Up,CBS,2052,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8mccd8cfwvk&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28285246&phx=0&phy=0&phscl=1&encType=1,16
16-017,1552,AVENUE RD,12 x 16,unknown,311528.98,4842384.27,Roof,STATIC,S,Up,ASTRAL,unknown,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8mhcy8cfsm1&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28285725&phx=0&phy=0&phscl=1&where1=1552%20aVENUE%2C%20Toronto&encType=1,16
16-017,1552,AVENUE RD,12 x 16,unknown,311528.98,4842384.27,Roof,STATIC,N,Up,ASTRAL,170,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8mgtp8cfs90&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28286973&phx=0&phy=0&phscl=1&where1=1552%20aVENUE%2C%20Toronto&encType=1,16
16-018,1640,AVENUE RD,10 x 40,unknown,311439.07,4842684.13,Roof,STATIC,S,Up,PATTISON,0014A/A1,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8mxqv8cfpfj&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28285165&phx=0&phy=0&phscl=1&encType=1,16
16-018,1640,AVENUE RD,10 x 40,unknown,311439.07,4842684.13,Roof,STATIC,N,Up,PATTISON,0014A/A2,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8mwhp8cfpvk&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28284682&phx=0&phy=0&phscl=1&encType=1,16
16-018,1640,AVENUE RD,10 x 40,unknown,311439.07,4842684.13,Roof,STATIC,S,Up,PATTISON,0014B,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8mxqv8cfpfj&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28285165&phx=0&phy=0&phscl=1&encType=1,16
16-018,1640,AVENUE RD,10 x 40,unknown,311439.07,4842684.13,Roof,STATIC,N,Up,PATTISON,0014C,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8mwhp8cfpvk&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28284682&phx=0&phy=0&phscl=1&encType=1,16
16-019,1670,AVENUE RD,10 x 20,unknown,311416.0,4842759.61,Roof,STATIC,S,Up,CBS,5692,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8n1838cfp4v&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28285165&phx=0&phy=0&phscl=1&encType=1,16
16-019,1670,AVENUE RD,10 x 20,unknown,311416.0,4842759.61,Roof,STATIC,N,Up,CBS,5693,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8n06h8cfp3q&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28287209&phx=0&phy=0&phscl=1&encType=1,16
16-020,1693,AVENUE RD,10 x 20,unknown,311430.98,4842848.05,Roof,STATIC,S,Backlit,CBS,8370,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8n4pv8cfpqs&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28284630&phx=0&phy=0&phscl=1&encType=1,16
16-020,1693,AVENUE RD,10 x 20,unknown,311430.98,4842848.05,Roof,STATIC,N,Backlit,CBS,8369,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8n2t48cfpcc&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28287209&phx=0&phy=0&phscl=1&encType=1,16
16-021,1704,AVENUE RD,10 x 20,unknown,311387.29,4842868.53,Roof,STATIC,N,Up,CBS,1354,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8n48d8cfn7x&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28287209&phx=0&phy=0&phscl=1&encType=1,16
16-021,1704,AVENUE RD,10 x 20,unknown,311387.29,4842868.53,Roof,STATIC,S,Up,CBS,1353,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8n56n8cfnm5&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28284630&phx=0&phy=0&phscl=1&encType=1,16
16-022,1760,AVENUE RD,10 x 20,unknown,311344.42,4843022.24,Roof,STATIC,N,Up,CBS,5242,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8nbn98cfkz3&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28284626&phx=0&phy=0&phscl=1&encType=1,16
16-022,1760,AVENUE RD,10 x 20,unknown,311344.42,4843022.24,Roof,STATIC,S,Up,CBS,5241,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8nd4j8cfm5v&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28284630&phx=0&phy=0&phscl=1&encType=1,16
16-023,1757,AVENUE RD,10 x 20,unknown,311374.93,4843028.35,Roof,STATIC,S,Up,CBS,1356,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8ndn38cfn68&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28284630&phx=0&phy=0&phscl=1&encType=1,16
16-023,1757,AVENUE RD,10 x 20,unknown,311374.93,4843028.35,Roof,STATIC,N,Up,CBS,1355,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8nc038cfn1n&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28284626&phx=0&phy=0&phscl=1&encType=1,16
16-024,1798,AVENUE RD,10 x 40,unknown,311296.84,4843151.17,Roof,STATIC,N,Up,PATTISON,5672A1;A2,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8nhym8cfjwh&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28284625&phx=0&phy=0&phscl=1&encType=1,16
16-025,1864,AVENUE RD,10 x 20,unknown,311263.89,4843309.95,Roof,STATIC,S,Up,CBS,4792,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8ns928cfhy2&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28284677&phx=0&phy=0&phscl=1&encType=1,16
16-025,1864,AVENUE RD,10 x 20,unknown,311263.89,4843309.95,Roof,STATIC,S,Up,CBS,4793,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8ns928cfhy2&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28284677&phx=0&phy=0&phscl=1&encType=1,16
16-025,1864,AVENUE RD,10 x 20,unknown,311264.91,4843313.18,Roof,STATIC,N,Up,CBS,1359,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8nrmp8cfhy2&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28284625&phx=0&phy=0&phscl=1&encType=1,16
16-026,1880,AVENUE RD,2.25 m²,unknown,311264.55,4843343.14,Ground,STATIC,N,Backlit,PATTISON,unknown,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=43.732097~-79.419648&style=a&lvl=19&tilt=-90&dir=0&alt=-1000&scene=28284677&phx=0&phy=0&phscl=1&encType=1,16
16-026,1880,AVENUE RD,2.25 m²,unknown,311264.55,4843343.14,Ground,STATIC,S,Backlit,PATTISON,unknown,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=43.732097~-79.419648&style=a&lvl=19&tilt=-90&dir=0&alt=-1000&scene=28284677&phx=0&phy=0&phscl=1&encType=1,16
16-027,1896,AVENUE RD,10 x 40,unknown,311249.12,4843422.94,Roof,STATIC,SE,Up,CBS,4054,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8ny3c8cfh8s&style=o&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28284677&phx=0&phy=0&phscl=1&encType=1,16
16-028,1924,AVENUE RD,10 x 20,unknown,311240.5,4843526.81,Roof,STATIC,S,Up,CBS,5870,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8p2b48cfhd4&style=o&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28284677&phx=0&phy=0&phscl=1&encType=1,16
16-028,1924,AVENUE RD,10 x 20,unknown,311240.5,4843526.81,Roof,STATIC,N,Up,CBS,5871,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8p0rw8cfhbr&style=o&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28277495&phx=0&phy=0&phscl=1&encType=1,16
16-029,2046,AVENUE RD,10 x 20,unknown,31197.8,4843802.62,Roof,STATIC,S,Backlit,CBS,8367,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8pf2h8cffz6&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28284976&phx=0&phy=0&phscl=1&encType=1,16
16-029,2046,AVENUE RD,10 x 20,unknown,311197.8,4843802.62,Roof,STATIC,N,Backlit,CBS,8367,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8pdfw8cfg5v&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28277495&phx=0&phy=0&phscl=1&encType=1,16
16-030,2076,AVENUE RD,10 x 20,unknown,311190.58,4843848.02,Roof,STATIC,S,Up,CBS,6171,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8pgn38cffkj&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28284976&phx=0&phy=0&phscl=1&encType=1,16
