Sign Account,Street Number,Street Name,Size (LxW),Location Description (if no address),X Coordinate,Y Coordinate,Sign Type,Sign Technology,Sign Face Direction,Illumination,Sign Owner,Sign Owner Identifier,Context Picture Hyperlink,Ward_ID
17-020,1377,DUFFERIN ST,12 x 16,South of Brandon Ave on the East side of Dufferin St,309655.91,4836445.52,Roof,STATIC,N,Up,ASTRAL,31,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8bhgk8cd0w3&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28298093&phx=0&phy=0&phscl=1&encType=1,17
17-021,1383,DAVENPORT RD,10 x 20,On the South West corner of Dufferin St and Davenport Rd,309533.75,4836761.57,Roof,STATIC,SE,Up,CBS,1920,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8bwmz8ccxp4&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28298092&phx=0&phy=0&phscl=1&encType=1,17
17-021,1383,DAVENPORT RD,10 x 20,On the South West corner of Dufferin St and Davenport Rd,309535.45,4836752.56,Roof,STATIC,NW,Up,CBS,5968,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8bwmz8ccxp4&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28297897&phx=0&phy=0&phscl=1&encType=1,17
17-022,1383,DAVENPORT RD,10 x 20,On the South West corner of Dufferin St and Davenport Rd,309533.75,4836761.57,Roof,STATIC,NE,Up,CBS,3025,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8bwmz8ccxp4&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28297945&phx=0&phy=0&phscl=1&encType=1,17
17-023,1383,DAVENPORT RD,10 x 20,On the South West corner of Dufferin St and Davenport Rd,309632.56,4836765.99,Wall,STATIC,N,Up,PATTISON,unknown,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8bxjx8ccxjs&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28297945&phx=0&phy=0&phscl=1&encType=1,17
17-025,0,ROW TORONTO,10 x 20,On the North West corner of Davenport Rd and Caledonia Park Rd on CNR property,308699.18,4836588.24,Ground,STATIC,E,Up,CBS,1903,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8bp6f8cc4bk&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28298336&phx=0&phy=0&phscl=1&encType=1,17
17-025,0,ROW TORONTO,10 x 20,On the North West corner of Davenport Rd and Caledonia Park Rd on CNR property,308699.18,4836588.24,Ground,STATIC,E,Up,CBS,1902,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8bp6f8cc4bk&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28298336&phx=0&phy=0&phscl=1&encType=1,17
17-026,0,NORTH TORONTO SUB,10 x 20,East of Wiltshire Ave on the South side of Davenport Rd on the East side of railway tracks.,308680.15,4836584.16,Ground,STATIC,NE,Up,CBS,1900,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8bp3w8cc3mk&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28297920&phx=0&phy=0&phscl=1&encType=1,17
17-026,0,NORTH TORONTO SUB,10 x 20,East of Wiltshire Ave on the South side of Davenport Rd on the East side of railway tracks.,308680.15,4836584.16,Ground,STATIC,W,Up,CBS,1901,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8bp3w8cc3mk&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28298717&phx=0&phy=0&phscl=1&encType=1,17
17-027,0,ROW TORONTO,10 x 20,On the North West corner of Davenport Rd and Caledonia Park Rd on CNR property,308693.57,4836553.07,Ground,STATIC,SW,Up,CBS,1905,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8bn958cc518&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28298717&phx=0&phy=0&phscl=1&encType=1,17
17-027,0,ROW TORONTO,10 x 20,On the North West corner of Davenport Rd and Caledonia Park Rd on CNR property,308693.57,4836553.07,Ground,STATIC,E,Up,CBS,1904,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8bn958cc518&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28298336&phx=0&phy=0&phscl=1&encType=1,17
17-028,1848,DAVENPORT RD,12 x 16,On the North East corner of Symington Ave and Davenport Rd,308565.62,4836550.86,Roof,STATIC,E,Up,ASTRAL,28,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8bmw68cbzzj&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28298336&phx=0&phy=0&phscl=1&encType=1,17
17-028,1848,DAVENPORT RD,12 x 16,On the North East corner of Symington Ave and Davenport Rd,308565.62,4836550.86,Roof,STATIC,W,Up,ASTRAL,unknown,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8bmw28cc0g0&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28298717&phx=0&phy=0&phscl=1&encType=1,17
17-029,1357,DAVENPORT RD,10 x 20,Just East of Dufferin Rd on the South side of Davenport Rd,309619.47,4386788.2,Roof,STATIC,W,Up,CBS,1899,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8byfc8cd03q&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28297897&phx=0&phy=0&phscl=1&encType=1,17
17-029,1357,DAVENPORT RD,10 x 20,Just East of Dufferin Rd on the South side of Davenport Rd,309619.47,4386788.2,Roof,STATIC,E,Up,CBS,1898,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8byjr8cczvt&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28298092&phx=0&phy=0&phscl=1&encType=1,17
17-030,1231,DAVENPORT RD,10 x 20,West of Dovercourt Rd on the South side of Davenport Rd.,310021.35,4836909.03,Roof,STATIC,N,Up,CBS,1906,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8c3y68cdc97&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28297527&phx=0&phy=0&phscl=1&encType=1,17
17-031,1069,ST CLAIR AVE W,12 x 16,Just East of Lauder Ave on the South side of St Clair Ave W,309674.03,4837408.72,Roof,STATIC,E,Up,PATTISON,0053A,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8cs108cd1js&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28297952&phx=0&phy=0&phscl=1&encType=1,17
17-031,1069,ST CLAIR AVE W,12 x 16,Just East of Lauder Ave on the South side of St Clair Ave W,309674.03,4837408.72,Roof,STATIC,W,Up,PATTISON,0053B ,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8csx28cd1st&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28297894&phx=0&phy=0&phscl=1&encType=1,17
17-032,1163,ST CLAIR AVE W,12 x 16,Just East of Dufferin St on the South side of St Clair Ave W,309415.8,4837328.8,Roof,STATIC,E,Up,PATTISON,2225A,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8cpp88ccsv9&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28298089&phx=0&phy=0&phscl=1&encType=1,17
17-032,1163,ST CLAIR AVE W,12 x 16,Just East of Dufferin St on the South side of St Clair Ave W,309415.8,4837328.8,Roof,STATIC,W,Up,PATTISON,2225B,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8cppd8cctc9&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28297512&phx=0&phy=0&phscl=1&encType=1,17
17-033,1166,ST CLAIR AVE W,10 x 20,On the North West corner of Dufferin Rd and St Clair Ave W,309359.79,4837347.88,Roof,STATIC,SE,Up,CBS,3056,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8cqc58ccr5v&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28298089&phx=0&phy=0&phscl=1&encType=1,17
17-033,1166,ST CLAIR AVE W,10 x 20,On the North West corner of Dufferin Rd and St Clair Ave W,309359.79,4837347.88,Roof,STATIC,N,Up,CBS,3057,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8cqc58ccr5v&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28297941&phx=0&phy=0&phscl=1&encType=1,17
17-034,165,ROGERS RD,10 x 20,On the South East corner of Day Ave and Rogers Rd,309002.14,4838125.97,Roof,STATIC,NW,Up,CBS,5402,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8drnv8ccdy6&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28297275&phx=0&phy=0&phscl=1&encType=1,17
17-034,165,ROGERS RD,10 x 20,On the South East corner of Day Ave and Rogers Rd,309002.14,4838125.97,Roof,STATIC,NW,Up,CBS,5401,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8drnv8ccdy6&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28297275&phx=0&phy=0&phscl=1&encType=1,17
17-035,140,ROGERS RD,12 x 16,On the North East corner of Rogers Rd and Earlscourt Ave,308782.65,4838079.58,Roof,STATIC,E,Up,ASTRAL,399,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8dpmz8cc68p&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28297460&phx=0&phy=0&phscl=1&encType=1,17
17-035,140,ROGERS RD,12 x 16,On the North East corner of Rogers Rd and Earlscourt Ave,308782.65,4838079.58,Roof,STATIC,W,Up,ASTRAL,400,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8dq428cc6qs&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28297275&phx=0&phy=0&phscl=1&encType=1,17
17-036,32,CALEDONIA RD,10 x 20,Just North of St Clair on the West side of Caledonia Rd.,308394.75,4837100.68,Ground,STATIC,N,Up,PATTISON,5037B,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8ccnw8cbvqc&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28297859&phx=0&phy=0&phscl=1&encType=1,17
17-036,32,CALEDONIA RD,10 x 20,Just North of St Clair on the West side of Caledonia Rd.,308394.75,4837100.68,Ground,STATIC,S,Up,PATTISON,5037A,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8ccnw8cbvqc&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28297803&phx=0&phy=0&phscl=1&encType=1,17
17-037,1601,ST CLAIR AVE W,10 x 20,On the South West corner of Caledonia Park Rd and St Clair Ave W. ,308418.01,4836997.1,Ground,STATIC,N,Up,CBS,4202,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8c76w8cbwpt&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28297859&phx=0&phy=0&phscl=1&encType=1,17
17-037,1601,ST CLAIR AVE W,10 x 20,On the South West corner of Caledonia Park Rd and St Clair Ave W. ,308418.01,4836997.1,Ground,STATIC,S,Up,CBS,4201,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8c76w8cbwpt&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28297803&phx=0&phy=0&phscl=1&encType=1,17
17-039,50,CALEDONIA PARK RD,10 x 20,South of St Clair Ave W on the West side of Calidonia Park Rd.,308614.76,4836730.08,Ground,STATIC,N,Up,ASTRAL,565,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8byg58cc0kz&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28297861&phx=0&phy=0&phscl=1&encType=1,17
17-039,50,CALEDONIA PARK RD,10 x 20,South of St Clair Ave W on the West side of Calidonia Park Rd.,308614.76,4836730.08,Ground,STATIC,S,Up,ASTRAL,566,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8byph8cc0yz&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28297919&phx=0&phy=0&phscl=1&encType=1,17
17-041,50,CALEDONIA PARK RD,10 x 20,South of St Clair Ave W on the West side of Calidonia Park Rd.,308617.04,483728.24,Roof,STATIC,N,Up,PATTISON,5816B,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8bwh98cc1rm&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28298010&phx=0&phy=0&phscl=1&encType=1,17
17-041,50,CALEDONIA PARK RD,10 x 20,South of St Clair Ave W on the West side of Calidonia Park Rd.,308617.04,483728.24,Roof,STATIC,S,Up,PATTISON,5816A,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8bwq78cc1yb&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28297919&phx=0&phy=0&phscl=1&encType=1,17
17-042,50,CALEDONIA PARK RD,10 x 20,South of St Clair Ave W on the West side of Calidonia Park Rd.,308649.15,4836678.97,Roof,STATIC,S,Up,PATTISON,5815A,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8bt9z8cc2yx&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28297919&phx=0&phy=0&phscl=1&encType=1,17
17-042,50,CALEDONIA PARK RD,10 x 20,South of St Clair Ave W on the West side of Calidonia Park Rd.,308649.15,4836678.97,Roof,STATIC,N,Up,PATTISON,5815B,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8bw0r8cc1ry&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28298010&phx=0&phy=0&phscl=1&encType=1,17
17-043,404,OLD WESTON RD,10 x 20,North of St Clair Ave W on the West side of Old Weston Rd,307688.59,4837059.59,Ground,STATIC,N,Up,PATTISON,5783B,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8c9kx8cb656&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28297996&phx=0&phy=0&phscl=1&where1=404%20old%20weston%2C%20TORONTO&encType=1,17
17-043,404,OLD WESTON RD,10 x 20,North of St Clair Ave W on the West side of Old Weston Rd,307688.59,4837059.59,Ground,STATIC,S,Up,PATTISON,5783A,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8cb768cb64c&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28297791&phx=0&phy=0&phscl=1&where1=404%20old%20weston%2C%20TORONTO&encType=1,17
17-044,423,OLD WESTON RD,10 x 20,North of St Clair Ave W on the West side of Old Weston Rd,307734.49,4837045.64,Ground,STATIC,W,Up,CBS,2064,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8c9d28cb734&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28299913&phx=0&phy=0&phscl=1&where1=425%20OLD%20WESTON%2C%20TORONTO&encType=1,17
17-045,404,OLD WESTON RD,10 x 20,On the North West corner of Townsley St and old Weston Rd,307727.64,4836927.23,Ground,STATIC,S,Up,PATTISON,5784A,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8c4wj8cb6z9&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28297791&phx=0&phy=0&phscl=1&where1=404%20OLD%20WESTON%2C%20TORONTO&encType=1,17
17-046,1862,ST CLAIR AVE W,12 x 16,Just West of Old Weston Rd on the North side of St Clair Ave West,307684.06,4836832.91,Ground,STATIC,E,Up,ASTRAL,386,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8c0fq8cb5n6&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28297804&phx=0&phy=0&phscl=1&where1=1860%20ST%20CLAIR%20W%2C%20TORONTO&encType=1,17
17-046,1862,ST CLAIR AVE W,12 x 16,Just West of Old Weston Rd on the North side of St Clair Ave West,307684.06,4836832.91,Ground,STATIC,W,Up,ASTRAL,385,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8c0k28cb6bm&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28297998&phx=0&phy=0&phscl=1&where1=1860%20ST%20CLAIR%20W%2C%20TORONTO&encType=1,17
17-047,1880,ST CLAIR AVE W,10 x 20,Just West of Old Weston Rd on the North side of St Clair Ave West,307623.79,4836821.28,Roof,STATIC,E,Up,CBS,5756,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8bzyq8cb3sh&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28297804&phx=0&phy=0&phscl=1&where1=1880%20ST%20CLAIR%20W%2C%20TORONTO&encType=1,17
17-047,1880,ST CLAIR AVE W,10 x 20,Just West of Old Weston Rd on the North side of St Clair Ave West,307623.79,4836821.28,Roof,STATIC,SW,Up,CBS,5755,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8c01v8cb4x8&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28297998&phx=0&phy=0&phscl=1&where1=1880%20ST%20CLAIR%20W%2C%20TORONTO&encType=1,17
17-048,0,ROW TORONTO,10 x 20,West of Old Weston Rd on the North side of St Clair Ave W On the East side of railway tracks,307562.09,4836773.63,Ground,STATIC,SE,Up,CBS,2141,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8bz2j8cb2mt&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28297847&phx=0&phy=0&phscl=1&where1=1880%20ST%20CLAIR%20W%2C%20TORONTO&encType=1,17
17-048,0,ROW TORONTO,10 x 20,East of Keele St on the South side of St Clair Ave W just East of the railway tracks,307581.31,4836773.63,Ground,STATIC,NE,Up,CBS,2143,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8bxtb8cb3dn&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28297794&phx=0&phy=0&phscl=1&where1=1880%20ST%20CLAIR%20W%2C%20TORONTO&encType=1,17
17-049,330,OLD WESTON RD,10 x 20,On the South West corner of Old Weston Rd and St Clair Ave W,307758.34,4836793.12,Roof,STATIC,N,Up,ASTRAL,339,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8byhh8cb83q&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28297794&phx=0&phy=0&phscl=1&where1=330%20old%20weston%20RD%2C%20TORONTO&encType=1,17
17-049,330,OLD WESTON RD,10 x 20,On the South West corner of Old Weston Rd and St Clair Ave W,307758.34,4836793.12,Roof,STATIC,S,Up,ASTRAL,340,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8bzdt8cb7zy&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28297834&phx=0&phy=0&phscl=1&where1=330%20old%20weston%20RD%2C%20TORONTO&encType=1,17
17-050,218,OLD WESTON RD,10 x 20,Just North of Westport Ave on the West side of Old Weston Rd,307821.79,4836510.3,Roof,STATIC,NE,Up,PATTISON,5653A,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8bjtt8cb9w9&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28297794&phx=0&phy=0&phscl=1&where1=218%20old%20weston%20RD%2C%20TORONTO&encType=1,17
17-051,1921,DAVENPORT RD,12 x 16,On the South East corner of Laughton Ave and Davenport Rd,308370.39,4836476.99,Roof,STATIC,NW,Up,PATTISON,0211B,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8bj198cbvf8&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28298716&phx=0&phy=0&phscl=1&where1=1921%20DAVENPORT%2C%20TORONTO&encType=1,17
17-051,1921,DAVENPORT RD,12 x 16,On the South East corner of Laughton Ave and Davenport Rd,308370.39,4836476.99,Roof,STATIC,NE,Up,PATTISON,0211A,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8bhwk8cbttf&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28298262&phx=0&phy=0&phscl=1&where1=1921%20DAVENPORT%2C%20TORONTO&encType=1,17
17-052,361,SYMINGTON AVE,10 x 20,On the South East corner of Adrian Ave and Symington Ave just West of railway tracks,308874.7,4836151.94,Roof,STATIC,NW,Up,ASTRAL,569,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8b2xc8cc3y6&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28297925&phx=0&phy=0&phscl=1&where1=361%20SYMINGTON%2C%20TORONTO&encType=1,17
17-052,361,SYMINGTON AVE,10 x 20,On the South East corner of Adrian Ave and Symington Ave just West of railway tracks,308874.7,4836151.94,Roof,STATIC,S,Up,ASTRAL,570,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8b2gy8cc3qj&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28297927&phx=0&phy=0&phscl=1&where1=361%20SYMINGTON%2C%20TORONTO&encType=1,17
17-053,1169,ST CLAIR AVE W,10 x 20,On the South East corner of St Clair Ave W and Duferin St,309398.62,4837299.19,Roof,STATIC,SW,Up,PATTISON,0065D,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8cp8n8ccskv&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28297944&phx=0&phy=0&phscl=1&where1=1169%20ST%20CLAIR%2C%20TORONTO&encType=1,17
17-053,1169,ST CLAIR AVE W,10 x 20,On the South East corner of St Clair Ave W and Duferin St,309398.62,4837299.19,Roof,TRIVISION,NW,Up,PATTISON,0065ABC,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8cmt38ccspj&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28297941&phx=0&phy=0&phscl=1&where1=1169%20ST%20CLAIR%2C%20TORONTO&encType=1,17
17-054,1038,ST CLAIR AVE W,12 x 16,On the North West corner of Glenholme Ave and St Clair Ave W,309713.16,4837458.53,Roof,STATIC,SW,Up,ASTRAL,125,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8cvxj8cd35n&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28300217&phx=0&phy=0&phscl=1&where1=1038%20ST%20CLAIR%2C%20TORONTO&encType=1,17
17-054,1038,ST CLAIR AVE W,12 x 16,On the North West corner of Glenholme Ave and St Clair Ave W,309713.16,4837458.53,Roof,STATIC,E,Up,ASTRAL,unknown,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8cvkp8cd2bb&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28297508&phx=0&phy=0&phscl=1&where1=1038%20ST%20CLAIR%2C%20TORONTO&encType=1,17
17-055,1018,ST CLAIR AVE W,10 x 20,On the North West corner of Appleton Ave and St Clair Ave W,309798.82,4837485.04,Roof,STATIC,W,Up,CBS,6084,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8cwyq8cd5d4&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28300217&phx=0&phy=0&phscl=1&where1=1018%20ST%20CLAIR%2C%20TORONTO&encType=1,17
17-055,1018,ST CLAIR AVE W,10 x 20,On the North West corner of Appleton Ave and St Clair Ave W,309798.82,4837485.04,Roof,STATIC,SE,Up,CBS,2128,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8cwbx8cd4qr&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28297900&phx=0&phy=0&phscl=1&where1=1018%20ST%20CLAIR%2C%20TORONTO&encType=1,17
17-056,1002,ST CLAIR AVE W,10 x 20,Just East of Appleton Ave on the North side of St Clair Ave W,309834.95,4837499.94,Roof,STATIC,W,Up,CBS,2127,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8cxn38cd6sq&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28300217&phx=0&phy=0&phscl=1&where1=1002%20ST%20CLAIR%2C%20TORONTO&encType=1,17
17-057,992,ST CLAIR AVE W,12 x 16,Between Crang Ave and Appleton Ave on the North side of St Clair Ave W,309860.96,483750.67,Roof,STATIC,E,Up,PATTISON,5837B,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8cxz78cd774&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28300217&phx=0&phy=0&phscl=1&where1=992%20ST%20CLAIR%2C%20TORONTO&encType=1,17
17-058,1191,ST CLAIR AVE W,12 x 16,West of Dufferin Rd on the South side of St Clair Ave W,309301.32,4837293.23,Roof,STATIC,E,Up,PATTISON,5840B,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8cmsq8ccpmp&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28298089&phx=0&phy=0&phscl=1&where1=1191%20ST%20CLAIR%2C%20TORONTO&encType=1,17
17-058,1191,ST CLAIR AVE W,12 x 16,West of Dufferin Rd on the South side of St Clair Ave W,309301.32,4837293.23,Roof,STATIC,W,Up,PATTISON,5840A,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8cn2w8ccqkb&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28297512&phx=0&phy=0&phscl=1&where1=1191%20ST%20CLAIR%2C%20TORONTO&encType=1,17
17-059,1287,ST CLAIR AVE W,10 x 20,Convenience address of 1293 St. Clair Avenue West,309001.65,4837197.85,Roof,STATIC,E,Up,CBS,6099,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8cgts8cccsz&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28298088&phx=0&phy=0&phscl=1&where1=1287%20ST%20CLAIR%2C%20TORONTO&encType=1,17
17-059,1287,ST CLAIR AVE W,10 x 20,Convenience address of 1293 St. Clair Avenue West,309001.65,4837197.85,Roof,STATIC,W,Up,CBS,6100,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8ch178ccdh1&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28297893&phx=0&phy=0&phscl=1&where1=1287%20ST%20CLAIR%2C%20TORONTO&encType=1,17
17-060,32,CALEDONIA RD,10 x 20,Just North of St Clair on the West side of Caledonia Rd.,308353.12,4837083.63,Roof,STATIC,S,Up,PATTISON,5038A,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8cbmy8cbtpn&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28297803&phx=0&phy=0&phscl=1&where1=32%20CALEDONIA%2C%20TORONTO&encType=1,17
17-061,0,ROW TORONTO,10 x 20,East of Laughton Ave on the North Side of St Clair Ave W just East of railway tracks,308335.2,4837038.15,Ground,STATIC,S,Up,CBS,2131,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8c8yk8cbt35&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28297433&phx=0&phy=0&phscl=1&where1=32%20CALEDONIA%2C%20TORONTO&encType=1,17
17-063,1715,ST CLAIR AVE W,12 x 16,South East corner of Hounslow Heath Rd and St Clair Ave W,308028.08,4836900.82,Roof,STATIC,E,Up,PATTISON,0205A,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8c37d8cbhd6&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28297804&phx=0&phy=0&phscl=1&where1=1715%20ST%20CLAIR%2C%20TORONTO&encType=1,17
17-063,1715,ST CLAIR AVE W,12 x 16,South East corner of Hounslow Heath Rd and St Clair Ave W,308028.08,4836900.82,Roof,STATIC,W,Up,PATTISON,0205B,http://maps.live.com/default.aspx?v=2&FORM=LMLTCC&cp=r8c3hc8cbj1h&style=b&lvl=2&tilt=-90&dir=0&alt=-1000&scene=28297435&phx=0&phy=0&phscl=1&where1=1715%20ST%20CLAIR%2C%20TORONTO&encType=1,17
